name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
The Punisher,R,Action,2004,"April 16, 2004 (United States)",6.4,152000.0,Jonathan Hensleigh,Jonathan Hensleigh,Thomas Jane,United States,33000000.0,54700105.0,Lions Gate Films,124.0
Ocean's Eleven,PG-13,Crime,2001,"December 7, 2001 (United States)",7.7,531000.0,Steven Soderbergh,George Clayton Johnson,George Clooney,United States,85000000.0,450717150.0,Warner Bros.,116.0
The Right Stuff,PG,Adventure,1983,"February 17, 1984 (United States)",7.8,57000.0,Philip Kaufman,Philip Kaufman,Sam Shepard,United States,27000000.0,21192315.0,The Ladd Company,193.0
A Thin Line Between Love and Hate,R,Comedy,1996,"April 3, 1996 (United States)",5.7,4600.0,Martin Lawrence,Martin Lawrence,Martin Lawrence,United States,8000000.0,35599803.0,"Jackson/McHenry Company,The",108.0
ParaNorman,PG,Animation,2012,"August 17, 2012 (United States)",7.0,96000.0,Chris Butler,Chris Butler,Kodi Smit-McPhee,United States,60000000.0,107139399.0,Focus Features,92.0
The Legend of Bagger Vance,PG-13,Drama,2000,"November 3, 2000 (United States)",6.7,54000.0,Robert Redford,Steven Pressfield,Will Smith,United States,80000000.0,39459427.0,Twentieth Century Fox,126.0
Ma,R,Horror,2019,"May 31, 2019 (United States)",5.6,46000.0,Tate Taylor,Scotty Landes,Octavia Spencer,Japan,5000000.0,61105744.0,Blumhouse Productions,99.0
Eyes Wide Shut,,Drama,1999,"July 16, 1999 (United States)",7.4,313000.0,Stanley Kubrick,Stanley Kubrick,Tom Cruise,United Kingdom,65000000.0,162242684.0,Warner Bros.,159.0
Indecent Proposal,R,Drama,1993,"April 7, 1993 (United States)",6.0,66000.0,Adrian Lyne,Jack Engelhard,Robert Redford,United States,38000000.0,266614059.0,Paramount Pictures,117.0
Muppets Most Wanted,PG,Adventure,2014,"March 21, 2014 (United States)",6.4,33000.0,James Bobin,James Bobin,Ricky Gervais,United States,50000000.0,80383113.0,Walt Disney Pictures,107.0
Sinbad: Legend of the Seven Seas,PG,Animation,2003,"July 2, 2003 (United States)",6.7,51000.0,Patrick Gilmore,John Logan,Brad Pitt,United States,60000000.0,80773077.0,Dreamworks Pictures,86.0
House on Haunted Hill,R,Crime,1999,"October 29, 1999 (United States)",5.6,54000.0,William Malone,Robb White,Geoffrey Rush,United States,37000000.0,42593455.0,Dark Castle Entertainment,93.0
Amour,PG-13,Drama,2012,"September 20, 2012 (Germany)",7.9,95000.0,Michael Haneke,Michael Haneke,Jean-Louis Trintignant,Austria,8900000.0,29664140.0,Les Films du Losange,127.0
Anna Karenina,R,Drama,2012,"September 7, 2012 (United Kingdom)",6.6,95000.0,Joe Wright,Tom Stoppard,Keira Knightley,United Kingdom,40600000.0,68929150.0,Universal Pictures,129.0
Big Night,R,Drama,1996,"September 20, 1996 (United States)",7.3,18000.0,Campbell Scott,Stanley Tucci,Tony Shalhoub,United States,4100000.0,12008376.0,Rysher Entertainment,109.0
Strange Days,R,Action,1995,"October 13, 1995 (United States)",7.2,68000.0,Kathryn Bigelow,James Cameron,Ralph Fiennes,United States,42000000.0,7959291.0,Lightstorm Entertainment,145.0
Silent Tongue,PG-13,Drama,1993,"January 27, 1995 (United Kingdom)",5.3,1100.0,Sam Shepard,Sam Shepard,Alan Bates,France,,61274.0,Belbo Films,102.0
How I Got Into College,PG-13,Comedy,1989,"May 19, 1989 (United States)",5.8,2100.0,Savage Steve Holland,Terrel Seltzer,Anthony Edwards,United States,10000000.0,1642239.0,Twentieth Century Fox,86.0
The Phantom of the Opera,PG-13,Drama,2004,"December 10, 2004 (United Kingdom)",7.2,118000.0,Joel Schumacher,Gaston Leroux,Gerard Butler,United Kingdom,70000000.0,154649125.0,Warner Bros.,143.0
The Hate U Give,PG-13,Crime,2018,"October 19, 2018 (United States)",7.5,33000.0,George Tillman Jr.,Audrey Wells,Amandla Stenberg,United States,23000000.0,34934009.0,Fox 2000 Pictures,133.0
The Grand Seduction,PG-13,Comedy,2013,"May 30, 2014 (Canada)",7.0,16000.0,Don McKellar,Ken Scott,Taylor Kitsch,Canada,12700000.0,4292517.0,Max Films Productions,113.0
Your Friends and Neighbors,R,Comedy,1998,"August 21, 1998 (United States)",6.3,7800.0,Neil LaBute,Neil LaBute,Amy Brenneman,United States,5000000.0,4714658.0,Polygram Filmed Entertainment,100.0
Kill the Irishman,R,Biography,2011,"May 11, 2012 (Mexico)",7.1,47000.0,Jonathan Hensleigh,Jonathan Hensleigh,Ray Stevenson,United States,12000000.0,1188194.0,Anchor Bay Films,106.0
Glory,R,Biography,1989,"February 16, 1990 (United States)",7.8,126000.0,Edward Zwick,Kevin Jarre,Matthew Broderick,United States,18000000.0,26979166.0,TriStar Pictures,122.0
Boys Don't Cry,R,Biography,1999,"March 31, 2000 (United States)",7.5,94000.0,Kimberly Peirce,Kimberly Peirce,Hilary Swank,United States,2000000.0,11540607.0,Fox Searchlight Pictures,118.0
Seven Years in Tibet,PG-13,Adventure,1997,"October 10, 1997 (United States)",7.1,134000.0,Jean-Jacques Annaud,Heinrich Harrer,Brad Pitt,United States,70000000.0,131457682.0,Mandalay Entertainment,136.0
Home,PG,Animation,2015,"March 27, 2015 (United States)",6.6,95000.0,Tim Johnson,Tom J. Astle,Jim Parsons,United States,135000000.0,386041607.0,DreamWorks Animation,94.0
The Lord of the Rings: The Two Towers,PG-13,Action,2002,"December 18, 2002 (United States)",8.7,1500000.0,Peter Jackson,J.R.R. Tolkien,Elijah Wood,New Zealand,94000000.0,947495095.0,New Line Cinema,179.0
The To Do List,R,Comedy,2013,"July 26, 2013 (United States)",5.8,38000.0,Maggie Carey,Maggie Carey,Aubrey Plaza,United States,1500000.0,3909596.0,3 Arts Entertainment,104.0
Trojan War,PG-13,Comedy,1997,"October 1, 1997 (Brazil)",5.7,5800.0,George Huang,Andy Burg,Will Friedle,United States,15000000.0,309.0,Daybreak,85.0
Crazy/Beautiful,PG-13,Drama,2001,"June 29, 2001 (United States)",6.4,24000.0,John Stockwell,Phil Hay,Kirsten Dunst,United States,13000000.0,19937988.0,Touchstone Pictures,99.0
Wonder Park,PG,Animation,2019,"March 15, 2019 (United States)",5.9,11000.0,Dylan Brown,Josh Appelbaum,Sofia Mali,Spain,90000000.0,119559110.0,Paramount Animation,85.0
The Adjuster,R,Comedy,1991,July 1992 (United States),6.7,3300.0,Atom Egoyan,Atom Egoyan,Elias Koteas,Canada,,396573.0,Alliance Entertainment,102.0
Sweet November,PG-13,Drama,2001,"February 16, 2001 (United States)",6.7,87000.0,Pat O'Connor,Herman Raucher,Keanu Reeves,United States,40000000.0,65754228.0,Warner Bros.,119.0
The Daytrippers,R,Comedy,1996,"March 5, 1997 (United States)",7.0,4900.0,Greg Mottola,Greg Mottola,Hope Davis,Canada,,2099677.0,Alliance Communications Corporation,87.0
Jersey Girl,PG-13,Comedy,2004,"March 26, 2004 (United States)",6.2,64000.0,Kevin Smith,Kevin Smith,Ben Affleck,United States,35000000.0,35492921.0,Miramax,102.0
Torch Song Trilogy,R,Comedy,1988,"December 14, 1988 (United States)",7.7,6800.0,Paul Bogart,Harvey Fierstein,Anne Bancroft,United States,,4870903.0,New Line Cinema,120.0
Windwalker,PG,Adventure,1980,"November 18, 1983 (Sweden)",6.9,1000.0,Kieth Merrill,Ray Goldrup,Trevor Howard,United States,3000000.0,,Santa Fe International,108.0
The 5th Wave,PG-13,Action,2016,"January 22, 2016 (United States)",5.2,103000.0,J Blakeson,Susannah Grant,Chloë Grace Moretz,United States,38000000.0,109906372.0,Columbia Pictures,112.0
The Adventures of Buckaroo Banzai Across the 8th Dimension,PG,Adventure,1984,"October 5, 1984 (Canada)",6.4,25000.0,W.D. Richter,Earl Mac Rauch,Peter Weller,United States,,6254148.0,Sherwood Productions,103.0
Untraceable,R,Crime,2008,"January 25, 2008 (United States)",6.2,48000.0,Gregory Hoblit,Robert Fyvolent,Diane Lane,United States,35000000.0,52933513.0,Screen Gems,101.0
Old Joy,Unrated,Drama,2006,"January 26, 2007 (United Kingdom)",6.8,7000.0,Kelly Reichardt,Jonathan Raymond,Daniel London,United States,300000.0,301047.0,Film Science,76.0
Wonderstruck,PG,Adventure,2017,"October 20, 2017 (United States)",6.2,9800.0,Todd Haynes,Brian Selznick,Oakes Fegley,United States,,3285916.0,Amazon Studios,116.0
Noises Off...,PG-13,Comedy,1992,"March 20, 1992 (United States)",7.5,11000.0,Peter Bogdanovich,Michael Frayn,Michael Caine,United States,12000000.0,2280148.0,Touchstone Pictures,101.0
Without a Clue,PG,Comedy,1988,"October 21, 1988 (United States)",7.0,9800.0,Thom Eberhardt,Gary Murphy,Michael Caine,United Kingdom,,8539181.0,Incorporated Television Company (ITC),107.0
Mary Reilly,R,Drama,1996,"February 23, 1996 (United States)",5.8,14000.0,Stephen Frears,Valerie Martin,Julia Roberts,United States,47000000.0,12379402.0,NFH Productions,108.0
The Huntsman: Winter's War,PG-13,Action,2016,"April 22, 2016 (United States)",6.1,101000.0,Cedric Nicolas-Troyan,Evan Spiliotopoulos,Chris Hemsworth,United States,115000000.0,164989338.0,Universal Pictures,114.0
Saw IV,R,Crime,2007,"October 26, 2007 (United States)",5.9,144000.0,Darren Lynn Bousman,Patrick Melton,Tobin Bell,Canada,10000000.0,139352633.0,Twisted Pictures,93.0
Accepted,PG-13,Comedy,2006,"August 18, 2006 (United States)",6.4,127000.0,Steve Pink,Adam Cooper,Justin Long,United States,23000000.0,38623262.0,Universal Pictures,93.0
Photograph,PG-13,Drama,2019,"March 15, 2019 (India)",6.9,4600.0,Ritesh Batra,Ritesh Batra,Nawazuddin Siddiqui,Germany,,996171.0,Poetic License Production,110.0
The Glass House,PG-13,Crime,2001,"September 14, 2001 (United States)",5.8,34000.0,Daniel Sackheim,Wesley Strick,Diane Lane,United States,30000000.0,23619609.0,Columbia Pictures,106.0
Extraordinary Measures,PG,Drama,2010,"January 22, 2010 (United States)",6.4,16000.0,Tom Vaughan,Robert Nelson Jacobs,Brendan Fraser,United States,31000000.0,15134293.0,CBS Films,106.0
The Words,PG-13,Drama,2012,"September 7, 2012 (United States)",7.0,76000.0,Brian Klugman,Brian Klugman,Bradley Cooper,United States,6000000.0,15950164.0,Also Known As Pictures,102.0
Seems Like Old Times,PG,Comedy,1980,"December 19, 1980 (United States)",6.7,9100.0,Jay Sandrich,Neil Simon,Goldie Hawn,United States,,43995918.0,Rastar Films,102.0
Sully,PG-13,Biography,2016,"September 9, 2016 (United States)",7.4,248000.0,Clint Eastwood,Todd Komarnicki,Tom Hanks,United States,60000000.0,240797623.0,Flashlight Films,96.0
Before the Devil Knows You're Dead,R,Crime,2007,"October 26, 2007 (United States)",7.3,99000.0,Sidney Lumet,Kelly Masterson,Philip Seymour Hoffman,United States,18000000.0,25038466.0,Capitol Films,117.0
The Return of Swamp Thing,PG-13,Action,1989,"May 12, 1989 (United States)",4.7,4400.0,Jim Wynorski,Neil Cuthbert,Dick Durock,United States,4000000.0,192816.0,Lightyear Entertainment,88.0
Maria Full of Grace,R,Crime,2004,"August 6, 2004 (United States)",7.4,34000.0,Joshua Marston,Joshua Marston,Catalina Sandino Moreno,Colombia,3000000.0,12594630.0,HBO Films,101.0
Pieces of April,PG-13,Comedy,2003,"November 28, 2003 (United States)",7.0,20000.0,Peter Hedges,Peter Hedges,Katie Holmes,United States,300000.0,3282321.0,United Artists,80.0
The Girl in a Swing,R,Drama,1988,"September 29, 1989 (United States)",5.4,613.0,Gordon Hessler,Richard Adams,Meg Tilly,United Kingdom,,747013.0,Panorama,119.0
Charlie Bartlett,R,Comedy,2007,"February 22, 2008 (United States)",7.0,64000.0,Jon Poll,Gustin Nash,Anton Yelchin,United States,12000000.0,5254986.0,Metro-Goldwyn-Mayer (MGM),97.0
Knives Out,PG-13,Comedy,2019,"November 27, 2019 (United States)",7.9,505000.0,Rian Johnson,Rian Johnson,Daniel Craig,United States,40000000.0,311539397.0,Lionsgate,130.0
Underworld: Blood Wars,R,Action,2016,"January 6, 2017 (United States)",5.8,72000.0,Anna Foerster,Cory Goodman,Kate Beckinsale,United States,35000000.0,81093313.0,Screen Gems,91.0
The Bay,R,Horror,2012,"November 21, 2012 (Belgium)",5.7,26000.0,Barry Levinson,Michael Wallach,Will Rogers,United States,,1581252.0,Automatik Entertainment,84.0
Intolerable Cruelty,PG-13,Comedy,2003,"October 10, 2003 (United States)",6.2,93000.0,Joel Coen,Robert Ramsey,George Clooney,United States,60000000.0,120801243.0,Universal Pictures,100.0
Mr. Magorium's Wonder Emporium,G,Comedy,2007,"November 16, 2007 (United States)",6.2,44000.0,Zach Helm,Zach Helm,Natalie Portman,United States,65000000.0,69474661.0,Mandate Pictures,93.0
Fred Claus,PG,Comedy,2007,"November 9, 2007 (United States)",5.6,41000.0,David Dobkin,Dan Fogelman,Vince Vaughn,United States,100000000.0,97838349.0,Warner Bros.,116.0
Appointment with Death,PG,Crime,1988,"April 27, 1988 (France)",6.2,4200.0,Michael Winner,Agatha Christie,Peter Ustinov,United States,6000000.0,960040.0,Golan-Globus Productions,102.0
Barefoot,PG-13,Comedy,2014,"September 4, 2014 (Israel)",6.6,24000.0,Andrew Fleming,Stephen Zotnowski,Evan Rachel Wood,United States,6000000.0,15071.0,WhiteFlame Productions,90.0
Krippendorf's Tribe,PG-13,Comedy,1998,"February 27, 1998 (United States)",5.0,5300.0,Todd Holland,Frank Parkin,Richard Dreyfuss,United States,,7571115.0,Dreyfuss / James Productions,94.0
Tai-Pan,R,Adventure,1986,"November 7, 1986 (United States)",5.6,1600.0,Daryl Duke,John Briley,Bryan Brown,United States,25000000.0,4007250.0,De Laurentiis Entertainment Group (DEG),127.0
A River Runs Through It,PG,Drama,1992,"October 30, 1992 (United States)",7.2,55000.0,Robert Redford,Norman Maclean,Craig Sheffer,United States,12000000.0,43440294.0,Allied Filmmakers,123.0
Planet of the Apes,PG-13,Action,2001,"July 27, 2001 (United States)",5.7,213000.0,Tim Burton,Pierre Boulle,Mark Wahlberg,United States,100000000.0,362211740.0,Twentieth Century Fox,119.0
Drop Zone,R,Action,1994,"December 9, 1994 (United States)",5.6,19000.0,John Badham,Tony Griffin,Wesley Snipes,United States,45000000.0,28735315.0,Paramount Pictures,101.0
Nausicaä of the Valley of the Wind,,Animation,1984,"November 25, 1987 (United States)",8.1,157000.0,Hayao Miyazaki,Hayao Miyazaki,Sumi Shimamoto,Japan,1000000.0,8736506.0,Nibariki,117.0
Kissed,,Drama,1996,"April 11, 1997 (United States)",6.4,3600.0,Lynne Stopkewich,Angus Fraser,Molly Parker,Canada,,329211.0,Boneyard Film Company Inc.,78.0
Monsters vs. Aliens,PG,Animation,2009,"March 27, 2009 (United States)",6.4,151000.0,Rob Letterman,Maya Forbes,Reese Witherspoon,United States,175000000.0,381509870.0,DreamWorks Animation,94.0
The Man Who Knew Infinity,PG-13,Biography,2015,"April 29, 2016 (United States)",7.2,53000.0,Matt Brown,Matt Brown,Dev Patel,United Kingdom,10000000.0,12252684.0,Pressman Film,108.0
Perfect Blue,,Animation,1997,"February 28, 1998 (Japan)",8.0,63000.0,Satoshi Kon,Sadayuki Murai,Junko Iwao,Japan,,563130.0,Rex Entertainment,81.0
Moana,PG,Animation,2016,"November 23, 2016 (United States)",7.6,289000.0,Directors,Jared Bush,Auli'i Cravalho,United States,150000000.0,644411850.0,Hurwitz Creative,107.0
The Cotton Club,R,Crime,1984,"December 14, 1984 (United States)",6.5,17000.0,Francis Ford Coppola,William Kennedy,Richard Gere,United States,58000000.0,25928721.0,Zoetrope Studios,127.0
No Country for Old Men,R,Crime,2007,"November 21, 2007 (United States)",8.1,886000.0,Ethan Coen,Joel Coen,Tommy Lee Jones,United States,25000000.0,171627166.0,Paramount Vantage,122.0
Maggie,PG-13,Drama,2015,"May 8, 2015 (United States)",5.6,43000.0,Henry Hobson,John Scott 3,Arnold Schwarzenegger,United States,,1663165.0,Lionsgate,95.0
Scandalous,PG,Comedy,1984,"January 20, 1984 (United States)",4.5,212.0,Rob Cohen,Larry Cohen,Robert Hays,United Kingdom,,526805.0,Angeles Cinema Investors,92.0
The Hateful Eight,R,Crime,2015,"December 30, 2015 (United States)",7.8,539000.0,Quentin Tarantino,Quentin Tarantino,Samuel L. Jackson,United States,44000000.0,156480177.0,Visiona Romantica,168.0
Shoot 'Em Up,R,Action,2007,"September 7, 2007 (United States)",6.6,146000.0,Michael Davis,Michael Davis,Clive Owen,United States,39000000.0,27122238.0,New Line Cinema,86.0
Internal Affairs,R,Crime,1990,"January 12, 1990 (United States)",6.5,18000.0,Mike Figgis,Henry Bean,Richard Gere,United States,15000000.0,27734391.0,Paramount Pictures,115.0
Day of the Dead,Not Rated,Horror,1985,"July 19, 1985 (United States)",7.1,65000.0,George A. Romero,George A. Romero,Lori Cardille,United States,3500000.0,5000000.0,United Film Distribution Company (UFDC),101.0
Pretty Woman,R,Comedy,1990,"March 23, 1990 (United States)",7.0,299000.0,Garry Marshall,J.F. Lawton,Richard Gere,United States,14000000.0,463406268.0,Touchstone Pictures,119.0
Thelma,Not Rated,Drama,2017,"September 15, 2017 (Norway)",7.0,28000.0,Joachim Trier,Eskil Vogt,Eili Harboe,Norway,,1463727.0,Motlys,116.0
Salome's Last Dance,R,Biography,1988,June 1988 (United States),6.5,1500.0,Ken Russell,Oscar Wilde,Glenda Jackson,United Kingdom,,,Jolly Russell Productions,89.0
The Son's Room,R,Drama,2001,"March 9, 2001 (Italy)",7.3,18000.0,Nanni Moretti,Nanni Moretti,Nanni Moretti,Italy,,11767402.0,Sacher Film,99.0
Wide Sargasso Sea,NC-17,Drama,1993,"April 16, 1993 (United States)",5.7,1900.0,John Duigan,Jan Sharp,Karina Lombard,Australia,,1614784.0,Laughing Kookaburra Productions,98.0
Angel,R,Action,1983,"January 13, 1984 (United States)",5.7,2900.0,Robert Vincent O'Neil,Robert Vincent O'Neil,Cliff Gorman,United States,3000000.0,17488564.0,Adams Apple Film Company,94.0
Kingsman: The Golden Circle,R,Action,2017,"September 22, 2017 (United States)",6.7,286000.0,Matthew Vaughn,Jane Goldman,Taron Egerton,United Kingdom,104000000.0,410902662.0,Twentieth Century Fox,141.0
Sideways,R,Comedy,2004,"October 22, 2004 (United States)",7.5,183000.0,Alexander Payne,Rex Pickett,Paul Giamatti,United States,16000000.0,109706931.0,Fox Searchlight Pictures,127.0
A Brother's Love,,Drama,2019,"June 7, 2019 (Canada)",6.8,869.0,Monia Chokri,Monia Chokri,Anne-Élisabeth Bossé,Canada,,1671969.0,Metafilms,117.0
Strangeland,R,Horror,1998,"October 2, 1998 (United States)",5.1,6700.0,John Pieplow,Dee Snider,Kevin Gage,United States,1100000.0,713239.0,Shooting Gallery,85.0
The Magnificent Seven,PG-13,Action,2016,"September 23, 2016 (United States)",6.9,191000.0,Antoine Fuqua,Akira Kurosawa,Denzel Washington,United States,90000000.0,162360636.0,Metro-Goldwyn-Mayer (MGM),132.0
Not Fade Away,R,Drama,2012,"July 19, 2013 (Turkey)",6.0,4400.0,David Chase,David Chase,John Magaro,United States,20000000.0,636399.0,Chase Films,112.0
Man on the Moon,R,Biography,1999,"December 22, 1999 (United States)",7.4,126000.0,Milos Forman,Scott Alexander,Jim Carrey,United Kingdom,82000000.0,47434430.0,Universal Pictures,118.0
Catwoman,PG-13,Action,2004,"July 23, 2004 (United States)",3.4,113000.0,Pitof,Bob Kane,Halle Berry,United States,100000000.0,82102379.0,Warner Bros.,104.0
10 Years,PG-13,Comedy,2011,"October 5, 2012 (United States)",6.1,25000.0,Jamie Linden,Jamie Linden,Channing Tatum,United States,,285984.0,Anchor Bay Films,100.0
Jack's Back,R,Crime,1988,"May 6, 1988 (United States)",5.9,3000.0,Rowdy Herrington,Rowdy Herrington,James Spader,United States,1000000.0,,Cinema Group,97.0
Black Snake Moan,R,Drama,2006,"March 2, 2007 (United States)",6.9,62000.0,Craig Brewer,Craig Brewer,Christina Ricci,United States,15000000.0,10907485.0,Paramount Classics,116.0
Flashpoint,R,Action,1984,"August 31, 1984 (United States)",6.4,2300.0,William Tannen,George LaFountaine,Kris Kristofferson,United States,10000000.0,3854833.0,HBO Pictures,93.0
The Guardian,R,Drama,1990,"April 27, 1990 (United States)",5.4,5300.0,William Friedkin,Dan Greenburg,Jenny Seagrove,United States,,17037887.0,Universal Pictures,92.0
To vlemma tou Odyssea,Unrated,Drama,1995,"November 1, 1997 (United States)",7.6,6400.0,Theodoros Angelopoulos,Theodoros Angelopoulos,Harvey Keitel,Greece,,,Greek Film Center,176.0
Aliens,R,Action,1986,"July 18, 1986 (United States)",8.3,668000.0,James Cameron,James Cameron,Sigourney Weaver,United Kingdom,18500000.0,131060248.0,Twentieth Century Fox,137.0
The Adventures of Milo and Otis,G,Adventure,1986,"August 25, 1989 (United States)",7.0,11000.0,Masanori Hata,Masanori Hata,Kyôko Koizumi,Japan,,13299749.0,Fuji Television Network,76.0
